"Rank","Name","Team","POS","SALARY","YEARS","Total_Value"
"","Byron Ritchie","FLA","C","$ 400,000","1 (2002)","$ 400,000"
"","Cristobal Huet","LAK","G","$ 400,000","1 (2002)","$ 400,000"
"","Dan Snyder","WPG","C","$ 400,000","1 (2002)","$ 400,000"
"","Eric Boulton","BUF","LW","$ 400,000","1 (2002)","$ 400,000"
"","Jan Lasak","NSH","G","$ 400,000","1 (2002)","$ 400,000"
"","Jason Chimera","EDM","LW","$ 400,000","1 (2002)","$ 400,000"
"","Jody Hull","OTT","RW","$ 400,000","1 (2002)","$ 400,000"
"","Marc Bergevin","TBL","D","$ 400,000","1 (2002)","$ 400,000"
"","Scott Nichol","CGY","C","$ 400,000","1 (2002)","$ 400,000"
"","Sean Avery","LAK","C","$ 400,000","1 (2002)","$ 400,000"
"","Steve McKenna","PIT","LW","$ 400,000","1 (2002)","$ 400,000"
"","Tom Kostopoulos","PIT","RW","$ 400,000","1 (2002)","$ 400,000"
"","Marc Chouinard","ANA","C","$ 375,000","1 (2002)","$ 375,000"
"","Riku Hahl","COL","C","$ 375,000","1 (2002)","$ 375,000"
"","Rory Fitzpatrick","BUF","D","$ 375,000","1 (2002)","$ 375,000"
"","Steve Begin","CGY","C","$ 375,000","1 (2002)","$ 375,000"
"","Steve Martins","STL","C","$ 375,000","1 (2002)","$ 375,000"
"","Zac Bierk","ARI","G","$ 375,000","1 (2002)","$ 375,000"
"","Brad Chartrand","LAK","RW","$ 350,000","1 (2002)","$ 350,000"
"","Ivan Ciernik","WSH","LW","$ 350,000","1 (2002)","$ 350,000"
"","Jeremy Stevenson","MIN","LW","$ 350,000","1 (2002)","$ 350,000"
"","Josef Vasicek","CAR","C","$ 350,000","1 (2002)","$ 350,000"
"","Pascal Dupuis","MIN","LW","$ 350,000","1 (2002)","$ 350,000"
"","Sebastien Charpentier","WSH","G","$ 350,000","1 (2002)","$ 350,000"
"","Jaroslav Bednar","FLA","RW","$ 330,000","1 (2002)","$ 330,000"
"","Craig Adams","CAR","RW","$ 315,000","1 (2002)","$ 315,000"
"","Jeff Daniels","CAR","C","$ 300,000","1 (2002)","$ 300,000"
"","Steve Montador","CGY","D","$ 300,000","1 (2002)","$ 300,000"
"","Joe Sacco","PHI","C","$ 250,000","1 (2002)","$ 250,000"
"","Mats Lindgren","VAN","LW","$ 250,000","1 (2002)","$ 250,000"
"","Jaromir Jagr","WSH","RW","$ 11,000,000","1 (2003)","$ 11,000,000"
"","Peter Forsberg","COL","C","$ 11,000,000","1 (2003)","$ 11,000,000"
"","Keith Tkachuk","STL","LW","$ 10,000,000","1 (2003)","$ 10,000,000"
"","Nicklas Lidstrom","DET","D","$ 10,000,000","1 (2003)","$ 10,000,000"
"","Pavel Bure","NYR","RW","$ 10,000,000","1 (2003)","$ 10,000,000"
"","Sergei Fedorov","ANA","C","$ 10,000,000","1 (2003)","$ 10,000,000"
"","Joe Sakic","COL","C","$ 9,880,939","1 (2003)","$ 9,880,939"
"","Chris Pronger","STL","D","$ 9,500,000","1 (2003)","$ 9,500,000"
"","Rob Blake","COL","D","$ 9,326,519","1 (2003)","$ 9,326,519"
"","John LeClair","PHI","LW","$ 9,000,000","1 (2003)","$ 9,000,000"
"","Mats Sundin","TOR","C","$ 9,000,000","1 (2003)","$ 9,000,000"
"","Mike Modano","DAL","C","$ 9,000,000","1 (2003)","$ 9,000,000"
"","Bill Guerin","DAL","RW","$ 8,866,445","1 (2003)","$ 8,866,445"
"","Bobby Holik","NYR","C","$ 8,850,000","1 (2003)","$ 8,850,000"
"","Doug Weight","STL","C","$ 8,500,000","1 (2003)","$ 8,500,000"
"","Alexei Yashin","NYI","C","$ 8,400,000","1 (2003)","$ 8,400,000"
"","Curtis Joseph","DET","G","$ 8,000,000","1 (2003)","$ 8,000,000"
"","Jason Allison","LAK","C","$ 8,000,000","1 (2003)","$ 8,000,000"
"","Jarome Iginla","CGY","RW","$ 7,500,000","1 (2003)","$ 7,500,000"
"","Jeremy Roenick","PHI","C","$ 7,500,000","1 (2003)","$ 7,500,000"
"","Pierre Turgeon","DAL","C","$ 7,500,000","1 (2003)","$ 7,500,000"
"","Ed Belfour","TOR","G","$ 7,000,000","1 (2003)","$ 7,000,000"
"","Ziggy Palffy","LAK","RW","$ 7,000,000","1 (2003)","$ 7,000,000"
"","Scott Stevens","NJD","D","$ 6,916,747","1 (2003)","$ 6,916,747"
"","Martin Brodeur","NJD","G","$ 6,891,103","1 (2003)","$ 6,891,103"
"","Todd Bertuzzi","VAN","RW","$ 6,800,000","1 (2003)","$ 6,800,000"
"","Alex Kovalev","NYR","RW","$ 6,600,000","1 (2003)","$ 6,600,000"
"","Brian Leetch","NYR","D","$ 6,600,000","1 (2003)","$ 6,600,000"
"","Brendan Shanahan","DET","LW","$ 6,500,000","1 (2003)","$ 6,500,000"
"","Owen Nolan","TOR","RW","$ 6,500,000","1 (2003)","$ 6,500,000"
"","Pavol Demitra","STL","C","$ 6,500,000","1 (2003)","$ 6,500,000"
"","Vinny Prospal","ANA","C","$ 6,500,000","1 (2003)","$ 6,500,000"
"","Olaf Kolzig","WSH","G","$ 6,250,000","1 (2003)","$ 6,250,000"
"","Al MacInnis","STL","D","$ 6,000,000","1 (2003)","$ 6,000,000"
"","Dominik Hasek","DET","G","$ 6,000,000","1 (2003)","$ 6,000,000"
"","Sergei Zubov","DAL","D","$ 6,000,000","1 (2003)","$ 6,000,000"
"","Chris Chelios","DET","D","$ 5,936,286","1 (2003)","$ 5,936,286"
"","Steve Yzerman","DET","C","$ 5,849,823","1 (2003)","$ 5,849,823"
"","Tony Amonte","PHI","RW","$ 5,846,914","1 (2003)","$ 5,846,914"
"","Teemu Selanne","COL","RW","$ 5,800,000","1 (2003)","$ 5,800,000"
"","Alexander Mogilny","TOR","RW","$ 5,500,000","1 (2003)","$ 5,500,000"
"","Joe Thornton","BOS","C","$ 5,500,000","1 (2003)","$ 5,500,000"
"","Jose Theodore","MTL","G","$ 5,500,000","1 (2003)","$ 5,500,000"
"","Martin Lapointe","BOS","RW","$ 5,500,000","1 (2003)","$ 5,500,000"
"","Sandis Ozolinsh","ANA","D","$ 5,500,000","1 (2003)","$ 5,500,000"
"","Mario Lemieux","PIT","C","$ 5,250,000","1 (2003)","$ 5,250,000"
"","Markus Naslund","VAN","LW","$ 5,225,000","1 (2003)","$ 5,225,000"
"","Daniel Alfredsson","OTT","RW","$ 5,050,000","1 (2003)","$ 5,050,000"
"","Brett Hull","DET","RW","$ 5,000,000","1 (2003)","$ 5,000,000"
"","Derian Hatcher","DET","D","$ 5,000,000","1 (2003)","$ 5,000,000"
"","Keith Primeau","PHI","C","$ 5,000,000","1 (2003)","$ 5,000,000"
"","Mark Recchi","PHI","RW","$ 5,000,000","1 (2003)","$ 5,000,000"
"","Robert Lang","WSH","C","$ 5,000,000","1 (2003)","$ 5,000,000"
"","Rod Brind`Amour","CAR","C","$ 5,000,000","1 (2003)","$ 5,000,000"
"","Miroslav Satan","BUF","RW","$ 4,750,000","1 (2003)","$ 4,750,000"
"","Petr Nedved","NYR","C","$ 4,750,000","1 (2003)","$ 4,750,000"
"","Patrik Elias","NJD","C","$ 4,722,249","1 (2003)","$ 4,722,249"
"","Alexei Zhamnov","CHI","C","$ 4,500,000","1 (2003)","$ 4,500,000"
"","Ed Jovanovski","VAN","D","$ 4,500,000","1 (2003)","$ 4,500,000"
"","Jean-Sebastien Giguere","ANA","G","$ 4,500,000","1 (2003)","$ 4,500,000"
"","Mattias Norstrom","LAK","D","$ 4,500,000","1 (2003)","$ 4,500,000"
"","Peter Bondra","WSH","RW","$ 4,500,000","1 (2003)","$ 4,500,000"
"","Sean Burke","ARI","G","$ 4,500,000","1 (2003)","$ 4,500,000"
"","Wade Redden","OTT","D","$ 4,500,000","1 (2003)","$ 4,500,000"
"","Ron Francis","CAR","C","$ 4,453,738","1 (2003)","$ 4,453,738"
"","Teppo Numminen","DAL","D","$ 4,443,047","1 (2003)","$ 4,443,047"
"","Nikolai Khabibulin","TBL","G","$ 4,434,579","1 (2003)","$ 4,434,579"
"","Martin Straka","LAK","LW","$ 4,350,000","1 (2003)","$ 4,350,000"
"","Adam Foote","COL","D","$ 4,300,000","1 (2003)","$ 4,300,000"
"","Gary Roberts","TOR","LW","$ 4,250,000","1 (2003)","$ 4,250,000"
"","Michael Peca","NYI","C","$ 4,250,000","1 (2003)","$ 4,250,000"
"","Roman Turek","CGY","G","$ 4,250,000","1 (2003)","$ 4,250,000"
"","Saku Koivu","MTL","C","$ 4,250,000","1 (2003)","$ 4,250,000"
"","Darius Kasparaitis","NYR","D","$ 4,200,000","1 (2003)","$ 4,200,000"
"","Greg de Vries","NYR","D","$ 4,200,000","1 (2003)","$ 4,200,000"
"","Petr Sykora","ANA","RW","$ 4,200,000","1 (2003)","$ 4,200,000"
"","Eric Desjardins","PHI","D","$ 4,000,000","1 (2003)","$ 4,000,000"
"","Patrice Brisebois","MTL","D","$ 4,000,000","1 (2003)","$ 4,000,000"
"","Scott Niedermayer","NJD","D","$ 4,000,000","1 (2003)","$ 4,000,000"
"","Vincent Damphousse","SJS","C","$ 4,000,000","1 (2003)","$ 4,000,000"
"","Tommy Salo","EDM","G","$ 3,900,000","1 (2003)","$ 3,900,000"
"","Glen Murray","BOS","RW","$ 3,850,000","1 (2003)","$ 3,850,000"
"","Jason Arnott","DAL","C","$ 3,850,000","1 (2003)","$ 3,850,000"
"","Alexei Zhitnik","BUF","D","$ 3,750,000","1 (2003)","$ 3,750,000"
"","Mathieu Schneider","DET","D","$ 3,750,000","1 (2003)","$ 3,750,000"
"","Jeff O'Neill","CAR","LW","$ 3,700,000","1 (2003)","$ 3,700,000"
"","Sergei Gonchar","WSH","D","$ 3,650,000","1 (2003)","$ 3,650,000"
"","Sergei Samsonov","BOS","LW","$ 3,650,000","1 (2003)","$ 3,650,000"
"","Marty Turco","DAL","G","$ 3,648,166","1 (2003)","$ 3,648,166"
"","Evgeni Nabokov","SJS","G","$ 3,625,000","1 (2003)","$ 3,625,000"
"","Roman Hamrlik","NYI","D","$ 3,600,000","1 (2003)","$ 3,600,000"
"","Aaron Miller","LAK","D","$ 3,500,000","1 (2003)","$ 3,500,000"
"","Bryan McCabe","TOR","D","$ 3,500,000","1 (2003)","$ 3,500,000"
"","Byron Dafoe","WPG","G","$ 3,500,000","1 (2003)","$ 3,500,000"
"","Darryl Sydor","CBJ","D","$ 3,500,000","1 (2003)","$ 3,500,000"
"","Derek Morris","COL","D","$ 3,500,000","1 (2003)","$ 3,500,000"
"","Marcus Ragnarsson","PHI","D","$ 3,500,000","1 (2003)","$ 3,500,000"
"","Radek Bonk","OTT","C","$ 3,500,000","1 (2003)","$ 3,500,000"
"","Slava Kozlov","WPG","RW","$ 3,500,000","1 (2003)","$ 3,500,000"
"","Vladimir Malakhov","NYR","D","$ 3,500,000","1 (2003)","$ 3,500,000"
"","Scott Young","DAL","RW","$ 3,462,278","1 (2003)","$ 3,462,278"
"","Chris Drury","BUF","C","$ 3,450,000","1 (2003)","$ 3,450,000"
"","Ryan Smyth","EDM","LW","$ 3,450,000","1 (2003)","$ 3,450,000"
"","Mark Messier","NYR","C","$ 3,321,216","1 (2003)","$ 3,321,216"
"","Eric Lindros","NYR","C","$ 3,300,000","1 (2003)","$ 3,300,000"
"","Mike Dunham","NYR","G","$ 3,300,000","1 (2003)","$ 3,300,000"
"","Adrian Aucoin","NYI","D","$ 3,250,000","1 (2003)","$ 3,250,000"
"","Brian Savage","ARI","LW","$ 3,250,000","1 (2003)","$ 3,250,000"
"","Robert Reichel","TOR","C","$ 3,250,000","1 (2003)","$ 3,250,000"
"","Andrew Cassels","CBJ","C","$ 3,225,000","1 (2003)","$ 3,225,000"
"","Bret Hedican","CAR","D","$ 3,200,000","1 (2003)","$ 3,200,000"
"","Dan McGillis","BOS","D","$ 3,200,000","1 (2003)","$ 3,200,000"
"","Eric Daze","CHI","LW","$ 3,200,000","1 (2003)","$ 3,200,000"
"","Milan Hejduk","COL","RW","$ 3,200,000","1 (2003)","$ 3,200,000"
"","Brian Rolston","BOS","C","$ 3,175,000","1 (2003)","$ 3,175,000"
"","Alexander Karpovtsev","CHI","D","$ 3,100,000","1 (2003)","$ 3,100,000"
"","Jocelyn Thibault","CHI","G","$ 3,100,000","1 (2003)","$ 3,100,000"
"","Valeri Bure","FLA","RW","$ 3,100,000","1 (2003)","$ 3,100,000"
"","Adam Deadmarsh","LAK","LW","$ 3,000,000","1 (2003)","$ 3,000,000"
"","Brian Rafalski","NJD","D","$ 3,000,000","1 (2003)","$ 3,000,000"
"","Chris Osgood","STL","G","$ 3,000,000","1 (2003)","$ 3,000,000"
"","Eric Weinrich","PHI","D","$ 3,000,000","1 (2003)","$ 3,000,000"
"","Geoff Sanderson","CBJ","LW","$ 3,000,000","1 (2003)","$ 3,000,000"
"","Jeff Friesen","NJD","LW","$ 3,000,000","1 (2003)","$ 3,000,000"
"","Jeff Hackett","PHI","G","$ 3,000,000","1 (2003)","$ 3,000,000"
"","Kenny Jonsson","NYI","D","$ 3,000,000","1 (2003)","$ 3,000,000"
"","Mike Ricci","SJS","C","$ 3,000,000","1 (2003)","$ 3,000,000"
"","Ray Whitney","DET","LW","$ 3,000,000","1 (2003)","$ 3,000,000"
"","Roman Cechmanek","LAK","G","$ 3,000,000","1 (2003)","$ 3,000,000"
"","Sami Kapanen","PHI","RW","$ 3,000,000","1 (2003)","$ 3,000,000"
"","Steve Sullivan","CHI","RW","$ 3,000,000","1 (2003)","$ 3,000,000"
"","Steve Rucchin","ANA","C","$ 2,975,000","1 (2003)","$ 2,975,000"
"","Janne Niinimaa","NYI","D","$ 2,900,000","1 (2003)","$ 2,900,000"
"","Marian Gaborik","MIN","RW","$ 2,900,000","1 (2003)","$ 2,900,000"
"","Todd Marchant","CBJ","C","$ 2,900,000","1 (2003)","$ 2,900,000"
"","Jozef Stumpel","LAK","C","$ 2,850,000","1 (2003)","$ 2,850,000"
"","Anson Carter","NYR","RW","$ 2,800,000","1 (2003)","$ 2,800,000"
"","Ron Tugnutt","DAL","G","$ 2,800,000","1 (2003)","$ 2,800,000"
"","Shane Doan","ARI","LW","$ 2,800,000","1 (2003)","$ 2,800,000"
"","Stu Barnes","DAL","C","$ 2,800,000","1 (2003)","$ 2,800,000"
"","Tom Poti","NYR","D","$ 2,800,000","1 (2003)","$ 2,800,000"
"","Yanic Perreault","MTL","C","$ 2,800,000","1 (2003)","$ 2,800,000"
"","Cory Stillman","TBL","LW","$ 2,750,000","1 (2003)","$ 2,750,000"
"","Glen Wesley","CAR","D","$ 2,750,000","1 (2003)","$ 2,750,000"
"","Luke Richardson","CBJ","D","$ 2,750,000","1 (2003)","$ 2,750,000"
"","Marian Hossa","OTT","RW","$ 2,750,000","1 (2003)","$ 2,750,000"
"","Mattias Ohlund","VAN","D","$ 2,750,000","1 (2003)","$ 2,750,000"
"","Tomas Kaberle","TOR","D","$ 2,750,000","1 (2003)","$ 2,750,000"
"","Danny Markov","PHI","D","$ 2,700,000","1 (2003)","$ 2,700,000"
"","Daymond Langkow","ARI","C","$ 2,700,000","1 (2003)","$ 2,700,000"
"","Sean O`Donnell","BOS","D","$ 2,700,000","1 (2003)","$ 2,700,000"
"","Michael Nylander","WSH","C","$ 2,675,000","1 (2003)","$ 2,675,000"
"","Bryan Smolinski","OTT","RW","$ 2,650,000","1 (2003)","$ 2,650,000"
"","Vincent Lecavalier","TBL","C","$ 2,625,000","1 (2003)","$ 2,625,000"
"","Chris Therien","PHI","D","$ 2,600,000","1 (2003)","$ 2,600,000"
"","Jere Lehtinen","DAL","RW","$ 2,600,000","1 (2003)","$ 2,600,000"
"","Keith Carney","ANA","D","$ 2,600,000","1 (2003)","$ 2,600,000"
"","Philippe Boucher","DAL","D","$ 2,600,000","1 (2003)","$ 2,600,000"
"","Simon Gagne","PHI","LW","$ 2,600,000","1 (2003)","$ 2,600,000"
"","Patrick Lalime","OTT","G","$ 2,575,000","1 (2003)","$ 2,575,000"
"","Craig Rivet","MTL","D","$ 2,500,000","1 (2003)","$ 2,500,000"
"","Dan Cloutier","VAN","G","$ 2,500,000","1 (2003)","$ 2,500,000"
"","Eric Brewer","EDM","D","$ 2,500,000","1 (2003)","$ 2,500,000"
"","Jon Klemm","DAL","D","$ 2,500,000","1 (2003)","$ 2,500,000"
"","Kyle McLaren","SJS","D","$ 2,500,000","1 (2003)","$ 2,500,000"
"","Pavel Kubina","TBL","D","$ 2,500,000","1 (2003)","$ 2,500,000"
"","Brendan Morrison","VAN","C","$ 2,450,000","1 (2003)","$ 2,450,000"
"","Brad Richards","TBL","C","$ 2,400,000","1 (2003)","$ 2,400,000"
"","Martin Gelinas","CGY","LW","$ 2,400,000","1 (2003)","$ 2,400,000"
"","Zdeno Chara","OTT","D","$ 2,400,000","1 (2003)","$ 2,400,000"
"","Kevin Weekes","CAR","G","$ 2,350,000","1 (2003)","$ 2,350,000"
"","Mark Parrish","NYI","RW","$ 2,350,000","1 (2003)","$ 2,350,000"
"","Patrick Marleau","SJS","C","$ 2,350,000","1 (2003)","$ 2,350,000"
"","Bob Boughner","CAR","D","$ 2,300,000","1 (2003)","$ 2,300,000"
"","Dan Boyle","TBL","D","$ 2,300,000","1 (2003)","$ 2,300,000"
"","Jason Smith","EDM","D","$ 2,300,000","1 (2003)","$ 2,300,000"
"","Mike Johnson","ARI","RW","$ 2,300,000","1 (2003)","$ 2,300,000"
"","Viktor Kozlov","FLA","C","$ 2,300,000","1 (2003)","$ 2,300,000"
"","Colin White","NJD","D","$ 2,250,000","1 (2003)","$ 2,250,000"
"","Darren McCarty","DET","RW","$ 2,250,000","1 (2003)","$ 2,250,000"
"","Donald Brashear","PHI","LW","$ 2,250,000","1 (2003)","$ 2,250,000"
"","Chris Gratton","ARI","C","$ 2,200,000","1 (2003)","$ 2,200,000"
"","Craig Conroy","CGY","C","$ 2,200,000","1 (2003)","$ 2,200,000"
"","Dwayne Roloson","MIN","G","$ 2,200,000","1 (2003)","$ 2,200,000"
"","Jan Hrdina","ARI","LW","$ 2,200,000","1 (2003)","$ 2,200,000"
"","Manny Fernandez","MIN","G","$ 2,200,000","1 (2003)","$ 2,200,000"
"","Martin Biron","BUF","G","$ 2,200,000","1 (2003)","$ 2,200,000"
"","Mikael Renberg","TOR","RW","$ 2,200,000","1 (2003)","$ 2,200,000"
"","Richard Matvichuk","DAL","D","$ 2,200,000","1 (2003)","$ 2,200,000"
"","Rob Niedermayer","ANA","C","$ 2,100,000","1 (2003)","$ 2,100,000"
"","Jamie Langenbrunner","NJD","RW","$ 2,077,799","1 (2003)","$ 2,077,799"
"","Sean Hill","CAR","D","$ 2,050,000","1 (2003)","$ 2,050,000"
"","Joe Juneau","MTL","C","$ 2,025,000","1 (2003)","$ 2,025,000"
"","Mike Rathje","SJS","D","$ 2,025,000","1 (2003)","$ 2,025,000"
"","Bryan Berard","CHI","D","$ 2,010,000","1 (2003)","$ 2,010,000"
"","Aaron Ward","CAR","D","$ 2,000,000","1 (2003)","$ 2,000,000"
"","Brian Boucher","ARI","G","$ 2,000,000","1 (2003)","$ 2,000,000"
"","Bryan Marchment","TOR","D","$ 2,000,000","1 (2003)","$ 2,000,000"
"","Curtis Leschyshyn","OTT","D","$ 2,000,000","1 (2003)","$ 2,000,000"
"","Dallas Drake","STL","LW","$ 2,000,000","1 (2003)","$ 2,000,000"
"","Hal Gill","BOS","D","$ 2,000,000","1 (2003)","$ 2,000,000"
"","Jason York","NSH","D","$ 2,000,000","1 (2003)","$ 2,000,000"
"","Joe Nieuwendyk","TOR","C","$ 2,000,000","1 (2003)","$ 2,000,000"
"","John Madden","NJD","C","$ 2,000,000","1 (2003)","$ 2,000,000"
"","Kimmo Timonen","NSH","D","$ 2,000,000","1 (2003)","$ 2,000,000"
"","Kirk Maltby","DET","RW","$ 2,000,000","1 (2003)","$ 2,000,000"
"","Marc Savard","WPG","C","$ 2,000,000","1 (2003)","$ 2,000,000"
"","Marco Sturm","SJS","LW","$ 2,000,000","1 (2003)","$ 2,000,000"
"","Mike York","EDM","LW","$ 2,000,000","1 (2003)","$ 2,000,000"
"","Olli Jokinen","FLA","C","$ 2,000,000","1 (2003)","$ 2,000,000"
"","Radek Dvorak","EDM","RW","$ 2,000,000","1 (2003)","$ 2,000,000"
"","Rob Zamuner","BOS","LW","$ 2,000,000","1 (2003)","$ 2,000,000"
"","Scott Lachance","CBJ","D","$ 2,000,000","1 (2003)","$ 2,000,000"
"","Scott Mellanby","STL","RW","$ 2,000,000","1 (2003)","$ 2,000,000"
"","Shawn McEachern","WPG","LW","$ 2,000,000","1 (2003)","$ 2,000,000"
"","Tie Domi","TOR","RW","$ 2,000,000","1 (2003)","$ 2,000,000"
"","Trevor Linden","VAN","C","$ 2,000,000","1 (2003)","$ 2,000,000"
"","Adam Oates","EDM","C","$ 1,950,000","1 (2003)","$ 1,950,000"
"","Niklas Sundstrom","MTL","RW","$ 1,950,000","1 (2003)","$ 1,950,000"
"","Scott Walker","NSH","RW","$ 1,950,000","1 (2003)","$ 1,950,000"
"","Boris Mironov","NYR","D","$ 1,925,000","1 (2003)","$ 1,925,000"
"","Brad Isbister","EDM","LW","$ 1,925,000","1 (2003)","$ 1,925,000"
"","Jaroslav Spacek","CBJ","D","$ 1,900,000","1 (2003)","$ 1,900,000"
"","Roberto Luongo","FLA","G","$ 1,900,000","1 (2003)","$ 1,900,000"
"","Fredrik Modin","TBL","LW","$ 1,870,000","1 (2003)","$ 1,870,000"
"","Richard Zednik","MTL","RW","$ 1,850,000","1 (2003)","$ 1,850,000"
"","Mike Sillinger","ARI","C","$ 1,800,000","1 (2003)","$ 1,800,000"
"","Rhett Warrener","CGY","D","$ 1,800,000","1 (2003)","$ 1,800,000"
"","Andrei Nikolishin","COL","C","$ 1,750,000","1 (2003)","$ 1,750,000"
"","Brad Stuart","SJS","D","$ 1,750,000","1 (2003)","$ 1,750,000"
"","Brendan Witt","WSH","D","$ 1,750,000","1 (2003)","$ 1,750,000"
"","Matt Cullen","FLA","C","$ 1,750,000","1 (2003)","$ 1,750,000"
"","Ruslan Salei","ANA","D","$ 1,750,000","1 (2003)","$ 1,750,000"
"","Filip Kuba","MIN","D","$ 1,700,000","1 (2003)","$ 1,700,000"
"","Jay McKee","BUF","D","$ 1,700,000","1 (2003)","$ 1,700,000"
"","Toni Lydman","CGY","D","$ 1,700,000","1 (2003)","$ 1,700,000"
"","Chris Phillips","OTT","D","$ 1,675,000","1 (2003)","$ 1,675,000"
"","Sami Salo","VAN","D","$ 1,675,000","1 (2003)","$ 1,675,000"
"","Jassen Cullimore","TBL","D","$ 1,650,000","1 (2003)","$ 1,650,000"
"","Marek Malik","VAN","D","$ 1,650,000","1 (2003)","$ 1,650,000"
"","Martin Rucinsky","NYR","LW","$ 1,650,000","1 (2003)","$ 1,650,000"
"","Mike Grier","WSH","RW","$ 1,632,000","1 (2003)","$ 1,632,000"
"","Jason Wiemer","MIN","C","$ 1,622,500","1 (2003)","$ 1,622,500"
"","Boyd Devereaux","DET","C","$ 1,600,000","1 (2003)","$ 1,600,000"
"","Curtis Brown","BUF","LW","$ 1,600,000","1 (2003)","$ 1,600,000"
"","Daniel Briere","BUF","C","$ 1,600,000","1 (2003)","$ 1,600,000"
"","Darcy Tucker","TOR","LW","$ 1,600,000","1 (2003)","$ 1,600,000"
"","Grant Marshall","NJD","RW","$ 1,600,000","1 (2003)","$ 1,600,000"
"","Greg Johnson","NSH","C","$ 1,600,000","1 (2003)","$ 1,600,000"
"","Sheldon Souray","MTL","D","$ 1,600,000","1 (2003)","$ 1,600,000"
"","Stephane Yelle","CGY","C","$ 1,600,000","1 (2003)","$ 1,600,000"
"","Travis Green","BOS","C","$ 1,600,000","1 (2003)","$ 1,600,000"
"","Matthew Barnaby","NYR","RW","$ 1,587,500","1 (2003)","$ 1,587,500"
"","David Legwand","NSH","C","$ 1,575,000","1 (2003)","$ 1,575,000"
"","Steve Konowalchuk","COL","LW","$ 1,575,000","1 (2003)","$ 1,575,000"
"","Dave Andreychuk","TBL","LW","$ 1,550,000","1 (2003)","$ 1,550,000"
"","Marc Denis","CBJ","G","$ 1,550,000","1 (2003)","$ 1,550,000"
"","Nick Boynton","BOS","D","$ 1,550,000","1 (2003)","$ 1,550,000"
"","Sergei Brylin","NJD","C","$ 1,550,000","1 (2003)","$ 1,550,000"
"","Michal Handzus","PHI","C","$ 1,533,333","1 (2003)","$ 1,533,333"
"","Aleksey Morozov","PIT","LW","$ 1,500,000","1 (2003)","$ 1,500,000"
"","Alex Tanguay","COL","LW","$ 1,500,000","1 (2003)","$ 1,500,000"
"","Chris Simon","NYR","LW","$ 1,500,000","1 (2003)","$ 1,500,000"
"","Dainius Zubrus","WSH","C","$ 1,500,000","1 (2003)","$ 1,500,000"
"","Dean McAmmond","CGY","LW","$ 1,500,000","1 (2003)","$ 1,500,000"
"","Espen Knutsen","CBJ","C","$ 1,500,000","1 (2003)","$ 1,500,000"
"","Ethan Moreau","EDM","LW","$ 1,500,000","1 (2003)","$ 1,500,000"
"","Frantisek Kaberle","WPG","D","$ 1,500,000","1 (2003)","$ 1,500,000"
"","Igor Larionov","NJD","C","$ 1,500,000","1 (2003)","$ 1,500,000"
"","Ken Klee","TOR","D","$ 1,500,000","1 (2003)","$ 1,500,000"
"","Magnus Arvedson","VAN","LW","$ 1,500,000","1 (2003)","$ 1,500,000"
"","Martin Havlat","OTT","RW","$ 1,500,000","1 (2003)","$ 1,500,000"
"","Martin St. Louis","TBL","RW","$ 1,500,000","1 (2003)","$ 1,500,000"
"","Mike Comrie","PHI","C","$ 1,500,000","1 (2003)","$ 1,500,000"
"","Pavel Datsyuk","DET","C","$ 1,500,000","1 (2003)","$ 1,500,000"
"","Stephane Quintal","MTL","D","$ 1,500,000","1 (2003)","$ 1,500,000"
"","Steven Reinprecht","CGY","C","$ 1,500,000","1 (2003)","$ 1,500,000"
"","Todd Simpson","ANA","D","$ 1,500,000","1 (2003)","$ 1,500,000"
"","Vaclav Varada","OTT","RW","$ 1,500,000","1 (2003)","$ 1,500,000"
"","Jeff Halpern","WSH","C","$ 1,475,000","1 (2003)","$ 1,475,000"
"","Kris Draper","DET","C","$ 1,475,000","1 (2003)","$ 1,475,000"
"","Mathieu Dandenault","DET","D","$ 1,450,000","1 (2003)","$ 1,450,000"
"","Milan Hnilicka","LAK","G","$ 1,450,000","1 (2003)","$ 1,450,000"
"","Tomas Holmstrom","DET","LW","$ 1,450,000","1 (2003)","$ 1,450,000"
"","Scott Thornton","SJS","LW","$ 1,425,000","1 (2003)","$ 1,425,000"
"","Aki Berg","TOR","D","$ 1,400,000","1 (2003)","$ 1,400,000"
"","Andreas Dackell","MTL","RW","$ 1,400,000","1 (2003)","$ 1,400,000"
"","Brenden Morrow","DAL","LW","$ 1,400,000","1 (2003)","$ 1,400,000"
"","Dave Scatchard","NYI","C","$ 1,400,000","1 (2003)","$ 1,400,000"
"","J.P. Dumont","BUF","RW","$ 1,400,000","1 (2003)","$ 1,400,000"
"","Jeff Finley","STL","D","$ 1,400,000","1 (2003)","$ 1,400,000"
"","Mike Leclerc","ANA","LW","$ 1,400,000","1 (2003)","$ 1,400,000"
"","Martin Skoula","COL","D","$ 1,350,000","1 (2003)","$ 1,350,000"
"","Niclas Havelid","ANA","D","$ 1,350,000","1 (2003)","$ 1,350,000"
"","Turner Stevenson","NJD","RW","$ 1,350,000","1 (2003)","$ 1,350,000"
"","Willie Mitchell","MIN","D","$ 1,350,000","1 (2003)","$ 1,350,000"
"","Brad Ference","ARI","D","$ 1,320,000","1 (2003)","$ 1,320,000"
"","Garth Snow","NYI","G","$ 1,313,000","1 (2003)","$ 1,313,000"
